"word","group","F1_previous","dur_previous","F1_last","dur_last","speaker","rel_dur_prcnt","rel_F1_prcnt"
"taga=da","2","780","0.084021948","665","0.072426208","Olga","116.010419874529","117.293233082707"
"taga=da","2","755","0.104979387","660","0.082170598","Olga","127.757847155986","114.393939393939"
"taga=da","2","705","0.094129344","645","0.08188102","Olga","114.958685175148","109.302325581395"
"jada=da","2","725","0.087783094","600","0.076896596","Olga","114.157321086099","120.833333333333"
"jada=da","2","730","0.081249695","655","0.069274073","Olga","117.287307475049","111.450381679389"
"jada=da","2","680","0.094337597","635","0.08623603","Olga","109.394642819249","107.086614173228"
"x?da=da","2","810","0.103260892","695","0.075645995","Olga","136.505431649091","116.546762589928"
"x?da=da","2","795","0.101262666","730","0.091767472","Olga","110.3470148987","108.904109589041"
"x?da=da","2","710","0.090579589","675","0.080554163","Olga","112.445571559101","105.185185185185"
"x?da=da","2","780","0.0936155","720","0.076915056","Olga","121.712841241382","108.333333333333"
"x?da=da","2","670","0.087679031","690","0.082737136","Olga","105.973007090794","97.1014492753623"
"x?da=da","2","710","0.094902167","715","0.080488916","Olga","117.907125249395","99.3006993006993"
"x?da=da","3","780","0.118342193","680","0.08837934","Olga","133.902553470076","114.705882352941"
"x?da=da","3","770","0.107726124","605","0.060449762","Olga","178.207689221341","127.272727272727"
"x?da=da","3","785","0.103711799","695","0.065873425","Olga","157.441030278902","112.94964028777"
"x?da=da","3","715","0.094244613","630","0.080973305","Olga","116.389732393904","113.492063492063"
"x?da=da","3","745","0.084661052","680","0.07539966","Olga","112.283068650442","109.558823529412"
"toda=da","3","760","0.094775558","670","0.070775057","Olga","133.910959619573","113.432835820896"
"toda=da","3","690","0.092178829","720","0.071927017","Olga","128.15605713219","95.8333333333333"
"toda=da","3","700","0.095230681","655","0.074841845","Olga","127.242561965168","106.870229007634"
"toba=da","2","700","0.084429193","690","0.081776823","Olga","103.24342509613","101.449275362319"
"toba=da","2","715","0.090745742","660","0.100790756","Olga","90.0337943689995","108.333333333333"
"toba=da","2","705","0.087887496","665","0.08756255","Olga","100.371101572533","106.015037593985"
"toba=da","2","710","0.08226388","650","0.091997497","Olga","89.4196936684049","109.230769230769"
"x?da=da","3","820","0.101165268","765","0.085979615","Olga","117.661922538267","107.18954248366"
"x?da=da","3","735","0.093658101","700","0.080623736","Olga","116.166907720575","105"
"x?da=da","3","740","0.096161345","735","0.085236262","Olga","112.817412147895","100.680272108844"
"?osta=da","3","660","0.063404237","695","0.075968305","Olga","83.4614343442308","94.9640287769784"
"?osta=da","3","670","0.061142285","660","0.081431209","Olga","75.0845845847628","101.515151515152"
"?osta=da","3","715","0.063769938","705","0.076489001","Olga","83.3713830306138","101.418439716312"
"x?da=da","4","790","0.097574712","650","0.074393344","Olga","131.160540383828","121.538461538462"
"x?da=da","4","770","0.099001074","685","0.075578169","Olga","130.991628018932","112.408759124088"
"x?da=da","4","790","0.092815775","770","0.080753409","Olga","114.937283947976","102.597402597403"
"x?da=da","4","800","0.124644838","745","0.086214092","Olga","144.575944730706","107.38255033557"
"x?da=da","4","785","0.097730181","670","0.079692439","Olga","122.634194945395","117.164179104478"
"jada=da","4","800","0.12321835","690","0.105463053","Olga","116.835561360053","115.942028985507"
"jada=da","4","715","0.112105074","700","0.087404609","Olga","128.259911328017","102.142857142857"
"toda=da","4","745","0.125584351","760","0.077823677","Olga","161.37036418878","98.0263157894737"
"toda=da","4","710","0.121942073","740","0.092199229","Olga","132.259319652228","95.9459459459459"
"toda=da","4","630","0.114767824","720","0.069870964","Olga","164.256820615785","87.5"
"?osta=da","4","835","0.09549918","650","0.081844851","Olga","116.683186337525","128.461538461538"
"?osta=da","4","730","0.10809483","730","0.105068197","Olga","102.880636659255","100"
